,Name,URL,Zone,Difficulty,Rating,Reviews
62,Bowmont Park Inner Loop,https://www.alltrails.com/explore/trail/canada/alberta/bowmont-park-inner-loop?ref=result-card,Bowmont Park,easy,4,2
63,3rd Avenue Cycle Route,https://www.alltrails.com/explore/trail/canada/alberta/3rd-avenue-cycle-route?ref=result-card,"Calgary, Alberta",easy,2,2
0,Tunnel Mountain Trail,https://www.alltrails.com/explore/trail/canada/alberta/tunnel-mountain-trail?ref=result-card,Banff National Park,moderate,4.5,2534
1,Sulphur Mountain Trail,https://www.alltrails.com/explore/trail/canada/alberta/sulphur-mountain-trail?ref=result-card,Banff National Park,hard,4.5,2125
2,C Level Cirque Trail,https://www.alltrails.com/explore/trail/canada/alberta/c-level-cirque-trail?ref=result-card,Banff National Park,moderate,4.5,910
3,Mount Rundle Summit Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-rundle-summit-trail?ref=result-card,Banff National Park,hard,4.5,449
4,Johnson Lake,https://www.alltrails.com/explore/trail/canada/alberta/johnson-lake?ref=result-card,Banff National Park,easy,4.5,413
5,Cascade Mountain,https://www.alltrails.com/explore/trail/canada/alberta/cascade-mountain--2?ref=result-card,Banff National Park,hard,4.5,283
6,Lake Minnewanka Lakeside Trail,https://www.alltrails.com/explore/trail/canada/alberta/lake-minnewanka-lakeside?ref=result-card,Banff National Park,moderate,4.5,317
7,Sundance Canyon Trail,https://www.alltrails.com/explore/trail/canada/alberta/sundance-canyon-trail--2?ref=result-card,Banff National Park,moderate,4,403
8,Stewart Canyon Trail,https://www.alltrails.com/explore/trail/canada/alberta/stewart-canyon-trail?ref=result-card,Banff National Park,moderate,4,335
9,Hoodoos from Bow Falls Trail,https://www.alltrails.com/explore/trail/canada/alberta/hoodoos-from-bow-falls-trail?ref=result-card,Banff National Park,moderate,4,266
10,Bow Falls Viewpoint,https://www.alltrails.com/explore/trail/canada/alberta/bow-falls-viewpoint?ref=result-card,"Banff, Alberta",easy,4.5,243
11,Tunnel Mountain Hoodoos Trail,https://www.alltrails.com/explore/trail/canada/alberta/tunnel-mountain-hoodoos-from-surprise-corner?ref=result-card,Banff National Park,easy,4,300
12,Aylmer Lookout,https://www.alltrails.com/explore/trail/canada/alberta/aylmer-lookout?ref=result-card,Banff National Park,hard,4.5,161
13,Sulphur Mountain Cosmic Ray Station,https://www.alltrails.com/explore/trail/canada/alberta/sulphur-mountain-cosmic-ray-station?ref=result-card,Banff National Park,easy,4.5,153
14,Cascade Amphitheatre Trail,https://www.alltrails.com/explore/trail/canada/alberta/cascade-amphitheatre-trail?ref=result-card,Banff National Park,hard,4,227
15,Stoney Lookout Trail,https://www.alltrails.com/explore/trail/canada/alberta/stoney-lookout-trail?ref=result-card,Banff National Park,moderate,4,210
16,Lake Minnewanka Trail,https://www.alltrails.com/explore/trail/canada/alberta/lake-minnewanka-trail?ref=result-card,Banff National Park,moderate,4.5,144
17,Fenland Trail,https://www.alltrails.com/explore/trail/canada/alberta/fenland?ref=result-card,Banff National Park,easy,4,243
18,Tunnel Mountain Hoodoos Trail,https://www.alltrails.com/explore/trail/canada/alberta/tunnel-mountain-hoodoos-trail--4?ref=result-card,Banff National Park,easy,4,116
19,Stoney Lookout / Upper Stoney Loop,https://www.alltrails.com/explore/trail/canada/alberta/stoney-lookout-upper-stoney-loop?ref=result-card,Banff National Park,easy,4,185
20,Spray Loop Trail,https://www.alltrails.com/explore/trail/canada/alberta/spray-loop-trail?ref=result-card,Banff National Park,moderate,4,158
21,Two Jack Lake,https://www.alltrails.com/explore/trail/canada/alberta/two-jack-lake?ref=result-card,"Banff, Alberta",easy,4,63
22,Sulphur Mountain via Cosmic Ray Road ,https://www.alltrails.com/explore/trail/canada/alberta/sulphur-mountain-via-cosmic-ray-road?ref=result-card,Banff National Park,hard,4.5,39
23,Lower Bankhead Trail,https://www.alltrails.com/explore/trail/canada/alberta/lower-bankhead-trail?ref=result-card,Banff National Park,easy,4,72
24,Cascade Ponds,https://www.alltrails.com/explore/trail/canada/alberta/cascade-ponds?ref=result-card,Banff National Park,easy,4,53
25,Cascade Trail,https://www.alltrails.com/explore/trail/canada/alberta/cascade-trail?ref=result-card,Banff National Park,moderate,4,48
26,Banff Springs to Gondola Trail,https://www.alltrails.com/explore/trail/canada/alberta/banff-springs-to-gondola-trail?ref=result-card,Banff National Park,hard,4,70
27,"Bow Falls, Bow River and Banff",https://www.alltrails.com/explore/trail/canada/alberta/bow-falls-bow-river-and-banff?ref=result-card,Banff National Park,easy,4,33
28,Mystic Pass Trail,https://www.alltrails.com/explore/trail/canada/alberta/mystic-pass-trail?ref=result-card,Banff National Park,moderate,4.5,16
29,Sawback Trail,https://www.alltrails.com/explore/trail/canada/alberta/sawback-trail?ref=result-card,Banff National Park,hard,4.5,13
30,Aylmer Pass,https://www.alltrails.com/explore/trail/canada/alberta/aylmer-pass?ref=result-card,Banff National Park,hard,4,11
31,Boat Landing to Bow Falls Trail,https://www.alltrails.com/explore/trail/canada/alberta/boat-landing-to-bow-falls-trail?ref=result-card,Banff National Park,moderate,3.5,24
32,Carrot Creek Pass,https://www.alltrails.com/explore/trail/canada/alberta/carrot-creek-pass--2?ref=result-card,Banff National Park,moderate,4,13
33,Rundle Riverside Trail,https://www.alltrails.com/explore/trail/canada/alberta/rundle-riverside-trail--2?ref=result-card,Banff National Park,hard,4,29
34,Mount Girouard,https://www.alltrails.com/explore/trail/canada/alberta/mount-girouard?ref=result-card,Banff National Park,hard,4,4
35,Tessa Falls,https://www.alltrails.com/explore/trail/canada/alberta/tessa-falls?ref=result-card,Banff National Park,easy,3.5,24
36,Mount Norquay East and West Summits,https://www.alltrails.com/explore/trail/canada/alberta/mount-norquay-east-and-west-summits?ref=result-card,Banff National Park,hard,4.5,6
37,Sawback Trail Extended Route,https://www.alltrails.com/explore/trail/canada/alberta/sawback-trail-plus?ref=result-card,Banff National Park,hard,5,9
38,Mount Norquay Via Ferrata,https://www.alltrails.com/explore/trail/canada/alberta/mount-norquay-via-ferrata?ref=result-card,Banff National Park,hard,5,4
39,Sulphur Moutain via Cosmic Ray Road - Out and Back,https://www.alltrails.com/explore/trail/canada/alberta/sulphur-moutain-via-cosmic-ray-road-out-and-back?ref=result-card,Banff National Park,hard,4.5,12
40,Sundance Canyon Trail Loop via Sundance Trail,https://www.alltrails.com/explore/trail/canada/alberta/sundance-canyon-trail-loop-via-sundance-trail?ref=result-card,Banff National Park,moderate,4,14
41,Sawback Trail: Norquay to Lake Louise,https://www.alltrails.com/explore/trail/canada/alberta/sawback-trail-norquay-to-lake-louise?ref=result-card,Banff National Park,hard,5,3
42,Cascade Falls,https://www.alltrails.com/explore/trail/canada/alberta/cascade-falls--3?ref=result-card,Banff National Park,easy,3.5,25
43,Long Sulphur Mountain Loop,https://www.alltrails.com/explore/trail/canada/alberta/long-sulphur-mountain-loop?ref=result-card,Banff National Park,hard,4,6
44,Cave and Basin Trails [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/cave-and-basin-trails?ref=result-card,Banff National Park,easy,3.5,149
45,Elk Lake via Cascade Amphitheatre Trail,https://www.alltrails.com/explore/trail/canada/alberta/cascade-amphitheatre-trail-to-elk-lake?ref=result-card,Banff National Park,hard,3.5,5
46,Mount Aylmer,https://www.alltrails.com/explore/trail/canada/alberta/mount-aylmer?ref=result-card,"Lake Louise, Alberta",hard,4,2
47,Mount Peechee Shoulder Route,https://www.alltrails.com/explore/trail/canada/alberta/mount-peechee-shoulder-route?ref=result-card,Banff National Park,moderate,1 Star,2
48,Star Wars Loop [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/star-wars-bike-path?ref=result-card,Banff National Park,easy,3.5,31
49,Sulphur Mountain Summit,https://www.alltrails.com/explore/trail/canada/alberta/sulphur-mountain-summit?ref=result-card,Banff National Park,hard,5,1
50,Mount Astley,https://www.alltrails.com/explore/trail/canada/alberta/mount-astley?ref=result-card,Banff National Park,hard,0,0
51,Topp Notch to Return of the Jedi [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/topp-notch-to-return-of-the-jedi?ref=result-card,Banff National Park,easy,3,3
0,Lesueur Ridge Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/lesueur-ridge-trail-loop?ref=result-card,"Ghost Lake, Alberta",moderate,4,195
1,Black Rock Mountain,https://www.alltrails.com/explore/trail/canada/alberta/black-rock-mountain?ref=result-card,"Municipal District of Bighorn No. 8, Alberta",hard,4.5,89
2,Devil's Head,https://www.alltrails.com/explore/trail/canada/alberta/devils-head?ref=result-card,Banff National Park,hard,4.5,10
3,Devil's Gap,https://www.alltrails.com/explore/trail/canada/alberta/devils-gap--2?ref=result-card,Ghost Public Land Use Zone,moderate,3.5,13
4,The Phantom Crag,https://www.alltrails.com/explore/trail/canada/alberta/the-phantom-crag?ref=result-card,Ghost Public Land Use Zone,hard,4,9
5,Orient Point Loop,https://www.alltrails.com/explore/trail/canada/alberta/orient-point-loop?ref=result-card,Ghost Public Land Use Zone,hard,3.5,3
6,Saddle Peak,https://www.alltrails.com/explore/trail/canada/alberta/saddle-peak?ref=result-card,Ghost Public Land Use Zone,hard,5,1
7,Mount Costigan via Minnewanka Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-costigan-via-minnewanka-trail?ref=result-card,Ghost Public Land Use Zone,hard,4,1
8,Castle Rock via Ghost River and Astral Peak Trails,https://www.alltrails.com/explore/trail/canada/alberta/castle-rock-via-ghost-river-and-astral-peak-trails?ref=result-card,Ghost Public Land Use Zone,hard,0,0
9,Waiparous Loop [PRIVATE PROPERTY],https://www.alltrails.com/explore/trail/canada/alberta/waiparous-loop?ref=result-card,"Municipal District of Bighorn No. 8, Alberta",moderate,4,27
10,Mount Pringle [PRIVATE PROPERTY],https://www.alltrails.com/explore/trail/canada/alberta/mount-pringle?ref=result-card,"Municipal District of Bighorn No. 8, Alberta",moderate,3.5,3
0,Cochrane Off-leash Dog Park,https://www.alltrails.com/explore/trail/canada/alberta/cochrane-off-leash-dog-park?ref=result-card,Riverfront Park,easy,4,115
1,Bow River Trail,https://www.alltrails.com/explore/trail/canada/alberta/bow-river-trail?ref=result-card,Riverfront Park,easy,4,37
2,Cochrane Ranch House Trail,https://www.alltrails.com/explore/trail/canada/alberta/cochrane-ranch-house-trail?ref=result-card,"Cochrane, Alberta",easy,4,34
3,Weedon Natural Area Walking Path,https://www.alltrails.com/explore/trail/canada/alberta/weedon-natural-area-trail?ref=result-card,"Rocky View County, Alberta",easy,4,27
4,Mitford Park Loop via Riverfront Park,https://www.alltrails.com/explore/trail/canada/alberta/mitford-park-loop-via-riverfront-park?ref=result-card,Riverfront Park,easy,4,26
5,Bow River Paddle Route,https://www.alltrails.com/explore/trail/canada/alberta/bow-river-paddle-route?ref=result-card,"Rocky View County, Alberta",moderate,4.5,3
0,Glenbow Ranch Outer Loop Trails,https://www.alltrails.com/explore/trail/canada/alberta/glenbow-ranch-outer-loop-trails?ref=result-card,Glenbow Ranch Provincial Park,moderate,4,300
1,Bowbend and Glenbow Loop,https://www.alltrails.com/explore/trail/canada/alberta/bowbend-and-glenbow-loop?ref=result-card,Glenbow Ranch Provincial Park,easy,4,215
2,Glenbow Trail,https://www.alltrails.com/explore/trail/canada/alberta/glenbow-trail?ref=result-card,Glenbow Ranch Provincial Park,easy,4,78
3,Tiger Lilly Loop,https://www.alltrails.com/explore/trail/canada/alberta/tiger-lilly-loop--2?ref=result-card,Glenbow Ranch Provincial Park,easy,4.5,122
4,Lasso Trail,https://www.alltrails.com/explore/trail/canada/alberta/lasso-trail--2?ref=result-card,"Rocky View County, Alberta",easy,4,48
5,Stoney Trail ,https://www.alltrails.com/explore/trail/canada/alberta/stoney-trail--4?ref=result-card,"Calgary, Alberta",easy,3,278
6,Edgemont Ravine Regional Parkway,https://www.alltrails.com/explore/trail/canada/alberta/edgemont-ravine-regional-parkway?ref=result-card,Edgemont Ravine,moderate,4,47
7,Yodel Loop,https://www.alltrails.com/explore/trail/canada/alberta/yodel-loop?ref=result-card,Glenbow Ranch Provincial Park,easy,4.5,27
8,Sage Hill Paved Trail Loops,https://www.alltrails.com/explore/trail/canada/alberta/sage-hill-paved-trail-loops?ref=result-card,"Calgary, Alberta",easy,4,44
9,West Nose Creek Pathway Berkshire to Creekside,https://www.alltrails.com/explore/trail/canada/alberta/west-nose-creek-pathway-berkshire-to-creekside?ref=result-card,Nose Creek Park,easy,4,22
10,Kincora Trails ,https://www.alltrails.com/explore/trail/canada/alberta/kincora-trails?ref=result-card,"Calgary, Alberta",easy,4,23
11,Hidden Valley Nature Loop,https://www.alltrails.com/explore/trail/canada/alberta/hidden-valley-nature-loop?ref=result-card,"Calgary, Alberta",easy,3.5,17
12,Big Hill Springs Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/alberta/big-hill-springs-trail--2?ref=result-card,Big Hill Springs Provincial Park,easy,4,552
13,Panorama Hills Pond Loop,https://www.alltrails.com/explore/trail/canada/alberta/panorama-hills-pond-loop?ref=result-card,"Calgary, Alberta",easy,4,13
0,Burnt Timber Lookout and Zombie Loop,https://www.alltrails.com/explore/trail/canada/alberta/burnt-timber-lookout-and-zombie-loop?ref=result-card,"Banff, Alberta",hard,4,3
0,Mockingbird Lookout,https://www.alltrails.com/explore/trail/canada/alberta/mockingbird-lookout--3?ref=result-card,Ghost Public Land Use Zone,easy,4.5,83
1,Ghost Mountain,https://www.alltrails.com/explore/trail/canada/alberta/ghost-mountain?ref=result-card,Ghost Public Land Use Zone,hard,4,4
2,Waiparous into the Bog,https://www.alltrails.com/explore/trail/canada/alberta/waiparous-into-the-bog?ref=result-card,Ghost Public Land Use Zone,moderate,4,1
3,Horse Lake,https://www.alltrails.com/explore/trail/canada/alberta/horse-lake?ref=result-card,Ghost Public Land Use Zone,moderate,3,6
0,Eagle Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/eagle-lake-trail?ref=result-card,Eagle Creek Natural Area,moderate,4,49
1,Lower Bighorn Falls Loop,https://www.alltrails.com/explore/trail/canada/alberta/lower-bighorn-falls-loop?ref=result-card,"Sundre, Alberta",moderate,4,20
2,Hidden Falls Ya Ha Tinda,https://www.alltrails.com/explore/trail/canada/alberta/hidden-falls-ya-ha-tinda?ref=result-card,"Nordegg, Alberta",moderate,4,14
3,Maze Peak,https://www.alltrails.com/explore/trail/canada/alberta/maze-peak?ref=result-card,Kiska/Willson Public Land Use Zone,hard,4.5,16
4,Hat Mountain Loop,https://www.alltrails.com/explore/trail/canada/alberta/hat-mountain-loop?ref=result-card,Eagle Creek Natural Area,hard,3.5,5
5,Eagle Mountain,https://www.alltrails.com/explore/trail/canada/alberta/eagle-mountain--2?ref=result-card,Eagle Creek Natural Area,hard,4,8
6,Wildhorse Ridge Route,https://www.alltrails.com/explore/trail/canada/alberta/wild-horse-ridge?ref=result-card,Kiska/Willson Public Land Use Zone,easy,4,7
7,Evangeline Peak Loop,https://www.alltrails.com/explore/trail/canada/alberta/evangeline-peak-loop?ref=result-card,Eagle Creek Natural Area,moderate,3.5,4
8,Ya Ha Tinda to Lake Louise via Red Deer River Trail,https://www.alltrails.com/explore/trail/canada/alberta/ya-ha-tinda-to-lake-louise?ref=result-card,Banff National Park,hard,4.5,3
9,Wellsite Mountain Route,https://www.alltrails.com/explore/trail/canada/alberta/well-site-mountain?ref=result-card,"Lake Louise, Alberta",moderate,3,2
10,Wildhorse Ridge Loop,https://www.alltrails.com/explore/trail/canada/alberta/wildhorse-ridge-loop?ref=result-card,Kiska/Willson Public Land Use Zone,easy,0,0
11,Kublai Peak Trail,https://www.alltrails.com/explore/trail/canada/alberta/kublai-peak-trail?ref=result-card,Eagle Creek Natural Area,hard,3.5,2
12,Eagle Mountain Route,https://www.alltrails.com/explore/trail/canada/alberta/eagle-mountain-route?ref=result-card,"Nordegg, Alberta",moderate,4.5,3
0,Blue Hill Lookout,https://www.alltrails.com/explore/trail/canada/alberta/blue-hill-lookout?ref=result-card,"Sundre, Alberta",moderate,3.5,22
0,Cremona Nature Trail,https://www.alltrails.com/explore/trail/canada/alberta/cremona-nature-trail?ref=result-card,"Cremona, Alberta",easy,3.5,6
0,Valarosa Wetlands Loop,https://www.alltrails.com/explore/trail/canada/alberta/valarosa-wetlands-loop?ref=result-card,"Didsbury, Alberta",easy,3.5,3
0,Limestone Lookout,https://www.alltrails.com/explore/trail/canada/alberta/limestone-lookout?ref=result-card,Rocky Mountain Foothills,moderate,4,9
0,Marble Mountain Trail,https://www.alltrails.com/explore/trail/canada/alberta/marble-mountain?ref=result-card,"Nordegg, Alberta",moderate,4,30
0,Sundre Red Deer River Walk,https://www.alltrails.com/explore/trail/canada/alberta/sundre-red-deer-river-walk?ref=result-card,"Sundre, Alberta",easy,4,21
1,Snake Hill Recreation Area,https://www.alltrails.com/explore/trail/canada/alberta/snake-hill-recreation-area-sundre?ref=result-card,"Sundre, Alberta",easy,4,10
0,Olds College Botanic Gardens and Treatment Wetlands Trails,https://www.alltrails.com/explore/trail/canada/alberta/olds-college-botanic-gardens-and-treatment-wetlands-trails?ref=result-card,"Mountain View County, Alberta",easy,4.5,12
1,Olds College Walk,https://www.alltrails.com/explore/trail/canada/alberta/olds-college-walk?ref=result-card,"Olds, Alberta",easy,4,1
