,Name,URL,Zone,Difficulty,Rating,Reviews,Elevation_gain_m,Traffic,Activities,Attractions,Suitabilities,Backpacking,Birdwatching,Camping,Fishing,Hiking,Horsebackriding,Mountainbiking,Naturetrips,Paddlesports,Roadbiking,Rockclimbing,Running,Scenicdriving,Skiing,Snowshoeing,Walking,Beach,Cave,Citywalk,Forest,Historicsite,Hotsprings,Lake,River,Views,Waterfall,Wildlife,Dogfriendly,Kidfriendly,Partiallypaved,Paved,Strollerfriendly,Wheelchairfriendly
356,Nigel Pass,https://www.alltrails.com/explore/trail/canada/alberta/nigel-pass?ref=result-card,Banff National Park,moderate,4.0,20,495.0,lightly,"Backpacking, Hiking, Nature trips, Bird watching","Forest, River, Views, Wildlife",,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
357,Boundary Peak,https://www.alltrails.com/explore/trail/canada/alberta/boundary-peak?ref=result-card,"Improvement District No. 12 , Alberta",hard,5.0,12,894.89,lightly,"Backpacking, Hiking","Forest, Views",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
358,Upper Brazeau Canyon and Cataract Pass,https://www.alltrails.com/explore/trail/canada/alberta/upper-brazeau-canyon-and-cataract-pass?ref=result-card,Banff National Park,hard,5.0,4,841.86,lightly,"Backpacking, Hiking, Nature trips","Forest, Lake, River, Views",,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
359,Nigel Peak,https://www.alltrails.com/explore/trail/canada/alberta/nigel-peak?ref=result-card,Jasper National Park,hard,5.0,5,1103.99,lightly,"Hiking, Rock climbing",Views,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
360,Wilcox Pass Trail,https://www.alltrails.com/explore/trail/canada/alberta/wilcox-pass-trail?ref=result-card,Jasper National Park,hard,4.5,8,413.92,heavily,"Hiking, Nature trips","Forest, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
361,Nigel Creek to Sunwapta Station,https://www.alltrails.com/explore/trail/canada/alberta/nigel-creek-to-sunwapta-station?ref=result-card,Jasper National Park,moderate,5.0,1,1641.96,moderately,"Backpacking, Hiking","Forest, Views, Waterfall, Wildlife",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
362,Castleguard Mountain,https://www.alltrails.com/explore/trail/canada/alberta/castleguard-mountain?ref=result-card,Banff National Park,hard,4.5,6,1323.75,NA,"Hiking, Nature trips","Forest, Views",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
363,Cataract and Cline Pass and Maligne Pass Route,https://www.alltrails.com/explore/trail/canada/alberta/cataract-and-cline-pass-and-maligne-pass-route?ref=result-card,Jasper National Park,moderate,3.0,4,2343.91,moderately,"Backpacking, Camping, Hiking, Nature trips, Walking, Bird watching","Forest, Lake, River, Views, Wildlife",,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
364,Saskatchewan Glacier,https://www.alltrails.com/explore/trail/canada/alberta/saskatchewan-glacier?ref=result-card,"Lake Louise, Alberta",moderate,5.0,2,511.76,NA,"Backpacking, Hiking","River, Wildlife",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
365,Mount Athabasca,https://www.alltrails.com/explore/trail/canada/alberta/mount-athabasca?ref=result-card,Jasper National Park,hard,4.0,2,1585.87,lightly,Rock climbing,Views,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
366,Mount Willis,https://www.alltrails.com/explore/trail/canada/alberta/mount-willis?ref=result-card,White Goat Wilderness Area,hard,4.0,1,2153.72,moderately,"Backpacking, Camping, Hiking","Forest, Lake, River, Views, Waterfall, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
367,Sunset Pass to Pinto Lake,https://www.alltrails.com/explore/trail/canada/alberta/sunset-pass-to-pinto-lake?ref=result-card,Banff National Park,hard,4.5,35,1658.72,moderately,"Backpacking, Camping, Hiking, Nature trips, Bird watching, Running","Beach, Cave, Forest, Lake, River, Views, Waterfall, Wildlife",,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
368,Sunset Pass Trail,https://www.alltrails.com/explore/trail/canada/alberta/sunset-pass-trail--2?ref=result-card,Banff National Park,hard,4.5,21,864.72,moderately,"Backpacking, Camping, Hiking, Nature trips, Snowshoeing, Bird watching, Running","Forest, River, Views, Waterfall",,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
369,"Lake of Falls, Landslide Lake and Pinto Lake Recreational Trail",https://www.alltrails.com/explore/trail/canada/alberta/lake-of-falls-landslide-lake-and-pinto-lake-recreational-trail?ref=result-card,Lake of the Falls Natural Area,hard,4.5,15,1508.76,NA,"Hiking, Nature trips","Lake, River, Views, Waterfall",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
370,Sunset Lookout,https://www.alltrails.com/explore/trail/canada/alberta/sunset-lookout?ref=result-card,Banff National Park,hard,4.5,13,685.8,moderately,"Hiking, Nature trips, Bird watching","Forest, Views, Waterfall, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
371,Vision Quest Ridge Scramble,https://www.alltrails.com/explore/trail/canada/alberta/vision-quest-ridge-scramble-trail?ref=result-card,Kiska/Willson Public Land Use Zone,hard,4.5,278,850.7,moderately,"Camping, Hiking","River, Views, Wildlife",,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
372,Hoodoo Creek,https://www.alltrails.com/explore/trail/canada/alberta/hoodoo-creek?ref=result-card,Job/Cline Public Land Use Zone,moderate,4.0,193,606.86,moderately,"Hiking, Nature trips, Bird watching","Cave, Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
373,Lake of the Falls,https://www.alltrails.com/explore/trail/canada/alberta/lake-of-the-falls?ref=result-card,Landslide Lake Natural Area,hard,4.5,96,1344.78,moderately,"Backpacking, Camping, Hiking","Forest, Lake, River, Views, Waterfall, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
374,Coral Creek Canyon Trail,https://www.alltrails.com/explore/trail/canada/alberta/coral-creek-canyon-trail?ref=result-card,Landslide Lake Natural Area,easy,4.5,129,289.86,moderately,"Hiking, Nature trips, Walking, Bird watching","Forest, Views","Kid friendly, Dog friendly",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
375,Windy Point Ridge,https://www.alltrails.com/explore/trail/canada/alberta/windy-point-ridge?ref=result-card,Kiska/Willson Public Land Use Zone,hard,4.5,76,813.82,moderately,"Hiking, Nature trips, Bird watching","Forest, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
376,Cline River Falls Trail,https://www.alltrails.com/explore/trail/canada/alberta/cline-river-falls-trail?ref=result-card,Landslide Lake Natural Area,easy,4.5,95,146.0,moderately,"Hiking, Nature trips","Forest, Waterfall, Wildlife",Kid friendly,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
377,Whitegoat Falls,https://www.alltrails.com/explore/trail/canada/alberta/whitegoat-falls?ref=result-card,Kiska/Willson Public Land Use Zone,easy,4.0,116,134.72,NA,"Hiking, Walking",Waterfall,Kid friendly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
378,Landslide Lake via Pinto Lake Staging Area,https://www.alltrails.com/explore/trail/canada/alberta/landslide-lake-2?ref=result-card,Landslide Lake Natural Area,hard,4.5,89,1356.97,moderately,"Backpacking, Camping, Fishing, Hiking, Nature trips, Walking, Bird watching, Running","Forest, Lake, River, Views, Waterfall, Wildlife",Dog friendly,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0
379,Two O'Clock Ridge,https://www.alltrails.com/explore/trail/canada/alberta/two-oclock-ridge?ref=result-card,Kootenay Plains Ecological Reserve,hard,4.0,67,1127.76,moderately,"Hiking, Nature trips, Bird watching","Forest, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
380,Mount Ernest Ross Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-ernest-ross-trail--2?ref=result-card,Kootenay Plains Ecological Reserve,hard,4.5,43,1062.84,lightly,Hiking,"Forest, Views",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
381,Coral Creek Canyon Trail to Cline River Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/coral-creek-canyon-trail-to-cline-river-trail-loop?ref=result-card,"Nordegg, Alberta",moderate,4.5,20,158.8,NA,"Hiking, Bird watching","Forest, River, Wildlife",Dog friendly,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
382,Littlehorn Meadows,https://www.alltrails.com/explore/trail/canada/alberta/littlehorn-meadows--2?ref=result-card,Job/Cline Public Land Use Zone,hard,4.5,11,1886.71,NA,"Backpacking, Camping, Hiking","Lake, Views, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
383,Paula’s Ridge ,https://www.alltrails.com/explore/trail/canada/alberta/paulas-ridge?ref=result-card,Job/Cline Public Land Use Zone,easy,5.0,2,474.88,NA,"Hiking, Nature trips","River, Views",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
384,Flag Hill,https://www.alltrails.com/explore/trail/canada/alberta/flag-hill?ref=result-card,Kootenay Plains Ecological Reserve,easy,4.5,3,78.94,lightly,"Hiking, Nature trips, Snowshoeing, Bird watching","Forest, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
385,Pinto Lake,https://www.alltrails.com/explore/trail/canada/alberta/pinto-lake?ref=result-card,Job/Cline Public Land Use Zone,moderate,5.0,1,1861.72,NA,"Backpacking, Camping, Hiking, Bird watching","Forest, Lake, River, Views, Wildlife",,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
386,Cline Lookout,https://www.alltrails.com/explore/trail/canada/alberta/cline-lookout?ref=result-card,Upper Clearwater/Ram Public Land Use Zone,moderate,5.0,1,814.73,moderately,"Hiking, Nature trips, Bird watching","Forest, Lake, Views",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
387,Landslide Lake Scramble,https://www.alltrails.com/explore/trail/canada/alberta/landslide-lake-scramble?ref=result-card,"Improvement District No. 9, Alberta",hard,5.0,1,194.77,lightly,Hiking,"Lake, River",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
388,Maligne Pass,https://www.alltrails.com/explore/trail/canada/alberta/maligne-pass?ref=result-card,Jasper National Park,moderate,4.0,4,1061.92,lightly,"Backpacking, Camping, Hiking, Horseback riding","Lake, River, Views, Wildlife",,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
389,Brazeau Lake via Poboktan Pass,https://www.alltrails.com/explore/trail/canada/alberta/poboktan?ref=result-card,Jasper National Park,hard,3.5,4,1200.91,lightly,"Backpacking, Camping, Hiking","Forest, Lake, River, Views, Waterfall, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
390,Beauty Creek to Stanley Falls,https://www.alltrails.com/explore/trail/canada/alberta/beauty-creek-to-stanley-falls?ref=result-card,Jasper National Park,easy,4.5,164,129.84,moderately,"Hiking, Walking, Running","Forest, River, Views, Waterfall, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
391,Wilcox Pass Trail to Tangle Peak Trail,https://www.alltrails.com/explore/trail/canada/alberta/tangle-peak-trail?ref=result-card,Jasper National Park,hard,4.5,36,1147.88,lightly,"Backpacking, Hiking","Forest, Views",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
392,Sunwapta Peak,https://www.alltrails.com/explore/trail/canada/alberta/sunwapta-peak?ref=result-card,Jasper National Park,hard,4.5,7,1598.98,lightly,"Backpacking, Hiking","Forest, River, Views",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
393,Jonas Pass,https://www.alltrails.com/explore/trail/canada/alberta/jonas-pass?ref=result-card,Jasper National Park,hard,4.5,7,809.85,lightly,"Backpacking, Hiking","Forest, River, Views",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
394,Brazeau Lake,https://www.alltrails.com/explore/trail/canada/alberta/brazeau-lake?ref=result-card,Jasper National Park,easy,4.5,2,45.72,lightly,"Backpacking, Camping, Hiking","Forest, Lake, Views, Wildlife",,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
395,Allstones Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/allstones-lake-trail--5?ref=result-card,Kootenay Plains Ecological Reserve,moderate,4.5,470,842.77,moderately,"Camping, Fishing, Hiking, Nature trips, Snowshoeing, Bird watching, Running","Lake, River, Views, Waterfall, Wildlife",,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
396,Crescent Falls & Bighorn Canyon,https://www.alltrails.com/explore/trail/canada/alberta/crescent-falls-bighorn-canyon?ref=result-card,Crescent Falls Provincial Recreation Area,easy,4.5,242,190.8,moderately,"Camping, Hiking, Nature trips, Walking","Forest, River, Views, Wildlife",Kid friendly,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
397,Crescent Falls,https://www.alltrails.com/explore/trail/canada/alberta/crescent-falls?ref=result-card,Crescent Falls Provincial Recreation Area,easy,4.5,115,12.8,moderately,"Hiking, Nature trips, Walking","River, Views, Waterfall, Wildlife",Kid friendly,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
398,Tershishner Falls,https://www.alltrails.com/explore/trail/canada/alberta/tershishner-falls?ref=result-card,Kiska/Willson Public Land Use Zone,moderate,4.0,94,86.87,moderately,Hiking,"Forest, River, Views, Waterfall, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
399,Allstones Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/allstones-creek-trail?ref=result-card,Kootenay Plains Ecological Reserve,moderate,4.5,16,73.76,moderately,"Hiking, Bird watching, Running","Forest, River, Wildlife",Dog friendly,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
400,Bighorn Dam East OHV Trail,https://www.alltrails.com/explore/trail/canada/alberta/bighorn-dam-east-trails?ref=result-card,Kiska/Willson Public Land Use Zone,moderate,5.0,1,1141.78,moderately,,"Forest, River, Views, Wildlife",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
401,Bighorn Meadows Trail,https://www.alltrails.com/explore/trail/canada/alberta/bighorn-meadows-trail?ref=result-card,"Nordegg, Alberta",moderate,3.0,1,616.92,NA,"Backpacking, Hiking, Bird watching","Forest, River",,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
402,Fryatt Valley Trail,https://www.alltrails.com/explore/trail/canada/alberta/fryatt-valley-trail--2?ref=result-card,Jasper National Park,hard,4.5,55,1736.75,moderately,"Backpacking, Camping, Hiking, Mountain biking, Nature trips","Forest, Lake, River, Views, Waterfall",,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
403,Geraldine Lakes Trail: First Lake ,https://www.alltrails.com/explore/trail/canada/alberta/geraldine-lakes-trail-first-lake?ref=result-card,Jasper National Park,moderate,4.0,57,241.71,moderately,"Hiking, Nature trips","Forest, Lake, River, Views, Waterfall",Kid friendly,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0
404,Geraldine Lakes Trail: Second Lake,https://www.alltrails.com/explore/trail/canada/alberta/geraldine-lakes-trail-second-lake?ref=result-card,Jasper National Park,hard,4.0,42,613.87,moderately,Hiking,"Forest, Lake, River, Views, Waterfall, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
405,Geraldine Lookout,https://www.alltrails.com/explore/trail/canada/alberta/geraldine-lookout?ref=result-card,Jasper National Park,moderate,4.0,3,267.92,lightly,"Hiking, Walking",Views,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
406,HI Athabasca Falls Wilderness Hostel Trail,https://www.alltrails.com/explore/trail/canada/alberta/hi-athabasca-falls-wilderness-hostel-trail?ref=result-card,Jasper National Park,easy,4.0,3,62.79,NA,Hiking,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,Goat Lick Viewpoint,https://www.alltrails.com/explore/trail/canada/alberta/goat-lick-viewpoint?ref=result-card,Jasper National Park,easy,4.5,2,1.83,heavily,"Nature trips, Walking","River, Views, Wildlife",Kid friendly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
408,Sunwapta Falls,https://www.alltrails.com/explore/trail/canada/alberta/sunwapta-falls?ref=result-card,Jasper National Park,easy,4.0,286,142.95,heavily,Walking,"Forest, River, Views, Waterfall, Wildlife",Kid friendly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0
409,Sunwapta River to Fortress Lake,https://www.alltrails.com/explore/trail/canada/alberta/sunwapta-river-to-fortress-lake?ref=result-card,Jasper National Park,moderate,4.0,27,1388.97,lightly,"Backpacking, Camping, Hiking, Mountain biking","Forest, Lake, River, Views, Wildlife",,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
410,Spirit Island Lookout,https://www.alltrails.com/explore/trail/canada/alberta/spirit-island-lookout?ref=result-card,Jasper National Park,easy,4.5,8,2.74,moderately,"Hiking, Walking","Forest, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
